Título do trabalho,ID,Veículo,Link,Formato,Autores(as) do trabalho,Data de publicação,Resumo do trabalho,Relevância,Originalidade,Metodologia
Mulheres e Clima no Semiárido,101,Instituto Modefica,https://www.modefica.com.br/efeitos-clima-mulheres-seca-semiarido/,Online,Victória Lobo e Alain Schraner,26/10/2021,"Série de três reportagens que utiliza o jornalismo de dados para lançar luz às formas específicas que a seca e os processos de desertificação tem afetado as mulheres, sobretudo negras, na região do semiárido brasileiro, destacando questões de migração, acesso à água e saneamento básico.","O trabalho é fruto de uma parceria entre Instituto Modefica e Gênero e Número cujo principal objetivo é entender e divulgar os impactos da crise climática na vida de mulheres pelo Brasil utilizando o jornalismo de dados como ferramenta. Entendemos que a relevância se dá pela temática e pela parceria. Estamos olhando para um espaço pouco explorado pelo jornalismo, que são as interconexões específicas entre mulheres e clima. A parceria entre as organizações busca justamente questionar a escassez de dados e fomentar maior interesse na comunidade jornalística sobre o tema, bem como subsidiar diálogos e tomadas de decisão que considerem as vozes, realidades e especificidades dos grupos mais afetados pela crise do clima, como mulheres em contextos racializados, para estratégias de adaptação e mitigação. ","Esteticamente falando, temos uma qualidade e identidade gráfica únicas, que realmente costuma se destacar do que temos visto no jornalismo em geral, podendo ser referência em formas mais interativas, visuais, compreensíveis e bonitas de apresentar e comunicar dados utilizando as habilidades e conhecimentos tanto de design, ilustração e programação. ","Fontes dos dados são: Censo 2000 e 2010, Atlas Brasil 2017 e Datasus."
O voo dos MEIs,102,Agência Tatu,https://www.agenciatatu.com.br/voos-meis-alagoas/,Online,"Graziela França, Karina Dantas, Mychelle Maia, Lucas Thaynan, Lucas Maia",29/6/2022,"A reportagem especial “O voos dos MEIs” apresenta, visualmente, o salto no número de registros de Microempreendedores Individuais (MEIs) nos 102 municípios de Alagoas. Entre 2018 e 2021, mais de 54 mil pessoas decidiram voar em direção ao sonho de viver a partir dos recursos obtidos pelo próprio negócio no estado.
","A matéria dá luz e evidencia dados importantes sobre o recente crescimento no número de MEIs em Alagoas, sobretudo durante o período pandêmico da Covid-19. Além disso, permite mergulhar nos dados de cada um dos municípios alagoanos e acompanhar a evolução de MEIs registrados nos últimos quatro anos.","A reportagem traz algumas metáforas visuais que ajudam a contar a história, como o uso do avião de papel para associar a ideia de “voo”. O avião também navega pela tela do usuário por diversas altitudes, que se relacionam a camadas da atmosfera. 

Estas camadas foram utilizadas na narrativa para dividir os municípios em três grupos, a depender do percentual de crescimento no número de Microempreendedores Individuais de 2018 a 2021.","Os dados desta matéria foram obtidos na página do Governo Federal (http://www22.receita.fazenda.gov.br/inscricaomei/private/pages/relatorios/opcoesRelatorio.jsf) e processados por meio de programa desenvolvido em Python. Após a coleta dos dados, as informações foram limpas e os municípios agrupados por desempenho de crescimento no número de MEIs. Além disso, foram rotulados com uma das três camadas da atmosfera usadas na reportagem (exosfera, mesosfera, troposfera).

O desenvolvimento da página web foi feito com uso de JSON, HTML, CSS e Javascript. Os arquivos estão disponíveis no GitHub (https://github.com/lucasthaynan/voo-meis)."
Ocorrências de furtos famélicos mais que dobram em cinco anos na Bahia,103,TV BAHIA,https://globoplay.globo.com/v/10388860/,TV,"Giulia Marquezini, Henrique Mendes, Phael Fernandes, Cristiane Silva e Carolina Lima",14/3/2022,Crimes famélicos são cometidos para suprir alguma necessidade básica. Aumento de registros retrata realidade do estado de insegurança alimentar e pobreza.,Falar sobre um assunto real e extremamente importante para que a sociedade possa fazer algo e tirar essas pessoas desta situação.,Traz informações novas e um tema ainda mais comum depois da pandemia de Covid 19. Mais pessoas ultrapassaram a linha da pobreza e não conseguem fazer nem 1 refeição.,Pesquisa de dados com a Defensoria Pública da Bahia e raspagem de dados através do Excel.
A farra das armas no governo Bolsonaro,104,Folha de S.Paulo,https://docs.google.com/document/d/1D8r3WdlO4Q8sdm3oaPZbz9pfEF27TOoCj7-qkCJndBc/edit?usp=sharing,Online,"Raquel Lopes, Lucas Marchesini, Constança Rezende ",6/3/2022,"A série de reportagem mostra como a política armamentista do governo Bolsonaro aumentou o número de armas em circulação no país. O amplo trabalho apresentou, com dados obtidos via LAI (Lei de Acesso à Informação), depoimentos e abordagem analítica, as diferentes dimensões do acesso a armas no país, desde a flexibilização das normas pelo governo Bolsonaro, os efeitos no comportamento do cidadão comum até as lacunas na fiscalização que favorecem o crime. Os mais beneficiados com as normas foram os CACs (caçadores, atiradores e colecionadores), base eleitoral do presidente Jair Bolsonaro (PL). ","O tema das armas ganhou relevância por causa das flexibilizações que aumentaram o número desses artigos bélicos em circulação no país. Foram 17 decretos, 19 portarias, duas resoluções, três instruções normativas e dois projetos de lei publicados no governo Bolsonaro. O tema também ganhou destaque no STF (Supremo Tribunal Federal), TCU (Tribunal de Contas da União). Além disso, ele é central nas eleições deste ano. Candidatos que fazem oposição ao presidente Jair Bolsonaro já prometeram revogar as normas editadas, como o ex-presidente Lula (PT), que lidera a corrida eleitoral nas pesquisas de intenção de voto.
","A Folha publicou diversas matérias exclusivas sobre o aumento exponencial de armas no Brasil e as lacunas na fiscalização. As matérias conseguiram mostrar o cenário atual e algumas foram, inclusive, anexadas a processos do TCU (Tribunal de Contas da União). A reportagem não só buscou os dados, mas fez cruzamentos e foi atrás de outros documentos exclusivos para mostrar a dimensão do que está ocorrendo no país. 
","A Folha usou dados da LAI (lei de Acesso à Informação) obtidos pelos próprios repórteres ou por instituições que trabalham com o tema.  Para mostrar que em estados bolsonaristas havia uma explosão de novas armas cruzou a informação também com base de dados do TSE (Tribunal Superior Eleitoral) sobre as eleições de 2018. As análises foram feitas usando Python (a biblioteca Pandas) e o Google Sheets. Em outras matérias, como “Atiradores burlam normas e andam armados longe de clubes de tiro, mostram boletins”, a reportagem usou dados da LAI para mostrar o quantitativo de pessoas autuadas por porte ilegal de armas pela Polícia Federal, apesar de a instituição não apresentar dados somente de CACs.  A matéria “Integrante do PCC comprou fuzil com autorização do Exército” foi anexada para mostrar uma das consequências das flexibilizações não caminharem no mesmo ritmo das fiscalizações do Exército. "
Migrantes,105,Folha de S.Paulo,https://docs.google.com/document/d/1TJfatuYONb3Vn0YvDti35GLbE0R35bjG0rjw5pK4Vds/edit?usp=sharing,Online,"Raquel Lopes, Ricardo Della Coletta, Pedro Ladeira ",23/12/2021,"A série mostra a migração irregular de brasileiros para os EUA e o esvaziamento do leste de Minas Gerais. Com a pandemia e a falta de oportunidades no Brasil, cresceu o número de brasileiros tentando entrar irregularmente nos EUA pela fronteira com o México. A reportagem  expôs os riscos que essas pessoas correm. Há casos de morte, estupro, sequestro.  Revela ainda o esquema dos contrabandistas que promovem a migração. Documentos são falsificados e crianças são alugadas por até US$ 3 mil para facilitar a entrada. Além disso, as investigações da Polícia Federal apontam ligação desses contrabandistas com a máfia mexicana. ","Promover a migração a fim de obter lucro passou a ser crime em 2017. A Polícia Federal aponta que esse é o terceiro tipo de infração mais rentável no país, perdendo apenas para o tráfico de drogas e de armas. Só em 2021 a promoção da migração ilegal movimentou R$ 8 bilhões. Mostrar essa realidade é importante por causa dos riscos que esses migrantes estão sujeitos. ","A série trouxe temas pouco discutidos, como o aluguel de crianças e a ligação dos contrabandistas com a máfia mexicana. A reportagem foi atrás de documentos e dados exclusivos para mostrar a dimensão do problema. ","Para realizar a matéria, a reportagem ficou uma semana percorrendo o Leste de Minas Gerais, local que tem historicamente maior concentração de pessoas que saem do Brasil para entra irregularmente nos EUA. Também conversou com mais de 30 pessoas, entre autoridades, contrabandista e personagens. Todas as reportagens foram ilustradas com dados para mostrar a dimensão do problema. A intenção foi mostrar como essa migração acontece, o que essas pessoas encontram pelo caminho e os dramas que vivem para largar tudo no Brasil e partir para os EUA. "
Elas no Congresso,106,Revista AzMina,https://www.elasnocongresso.com.br/,Online,"Bárbara Libório, Helena Bertho, Carolina Oms, Thais Folego, Ana Carolina Araújo, Luciane Belin, Letícia Ferreira, Renata Hirota, Reinaldo Chaves, Erlan Almeida, Leandro Amorim, Erico Rosa, Carolina Herrera, Pedro Rodrigues, Guilherme Lobo, Larissa Ribeiro",12/9/2022,"Elas no Congresso é um projeto de monitoramento legislativo da Revista AzMina, que utiliza dados públicos para monitorar os direitos das mulheres na Câmara dos Deputados e no Senado Federal. Seus três eixos centrais são uma robô no Twitter, que publica diariamente a tramitação de projetos de lei sobre direito das mulheres, um ranking que ilustra o posicionamento de deputados e senadores em relação ao tema, e conteúdos divulgados por meio de reportagens especiais e uma newsletter semanal. Elas no Congresso oferece informação acessível e didática sobre a produção legislativa brasileira em torno da violência contra a mulher, direitos sexuais e reprodutivos, participação política, maternidade, entre outros. 

Em quase 4 anos, o projeto revelou importantes narrativas sobre os direitos das mulheres no Congresso Nacional, que se dão num campo de intensas disputas entre os campos progressista e conservador. Na última atualização, publicada em setembro de 2022, descobrimos, por exemplo, que 1 em cada 4 projetos analisados é desfavorável aos direitos das mulheres. Mostramos que a representatividade é importante: cada mulher atua em média em 8,8 projetos sobre gênero, enquanto os homens, em apenas 3,4. Ao todo, 65,6% dos projetos que atacam os direitos femininos têm autoria masculina. 

Numa newsletter semanal, com mais de 7 mil assinantes, já revelamos os bastidores de uma campanha de desinformação iniciada pela bancada bolsonarista na Câmara, para impedir a aprovação de projetos de lei que combatem a violência contra as mulheres na pandemia, e fizemos a checagem de declarações equivocadas do presidente durante um debate eleitoral. Além disso, nossa robô alertou para a criação de projetos perigosos, como o que tenta extinguir a cota de gênero nas eleições, reduzindo as possibilidades de aborto legal no Brasil, e o que tenta proibir conteúdos sobre orientação sexual e identidade de gênero nas escolas. Nosso ranking e reportagens foram publicados por UOL, Época, Marie Claire, Rádio Câmara, Estado de Minas, IstoÉ, Congresso em Foco, Metrópoles, Folha e outros, além de já ter inspirado mais de uma dezena de artigos científicos. O conteúdo do Elas no Congresso é hoje a principal fonte de informação sobre como os direitos da mulher estão sendo discutidos no Congresso Nacional.","Diante da crescente disputa pelas pautas ligadas à mulher no Congresso, AzMina reconheceu a importância de tornar o acompanhamento mais acessível para a sociedade, a imprensa e as organizações que advogam por esses temas, criando estratégias de mobilização e incidência.

Elas no Congresso, assim como todo o trabalho da Revista AzMina, atesta o potencial da união entre jornalismo e tecnologia para colocar em destaque agendas importantes como o direito das mulheres. Este é um projeto de jornalismo de dados, que utiliza programação, infografia, vídeos e conteúdo jornalístico em formato de reportagens e newsletters. 

No Twitter, os usuários podem acompanhar a atividade legislativa; no site, podem visualizar o ranking de parlamentares, se informar sobre cada PL, e acessar nossas reportagens sobre os direitos das mulheres no Congresso. E mesmo que eles não tenham essa postura ativa, podem receber semanalmente nossa newsletter, com um resumo dos acontecimentos da semana na Câmara e no Senado, além de análises e discussões que contextualizam os fatos. Utilizando esses diferentes formatos conseguimos aproximar a sociedade civil do universo legislativo. ","O Elas no Congresso é o primeiro e único programa jornalístico de monitoramento Legislativo Federal dos direitos da mulher no Brasil. O uso de robôs e a ciência de dados são cada vez mais aplicados no jornalismo em todo o mundo, mas o campo ainda é incipiente no Brasil. Até o surgimento do projeto, nunca haviam sido usadas para avaliar a situação das questões de gênero no Congresso. Hoje, produzimos dados e informações que permitem a cobertura dos direitos das mulheres de forma sistemática, com oferta de bases de dados e ferramentas de visualização. Fornecer esse conteúdo é uma forma de qualificar o trabalho de todos os jornalistas que cobrem o tema no Brasil e favorecer a defesa dos direitos relacionados a gênero.

Além de fornecermos os resultados das análises, disponibilizamos em plataforma aberta - com reprodução livre - código-fonte da nossa robô que monitora palavras-chave no Congresso, todos os dados usados no nosso monitoramento e sua metodologia detalhada.  Além da produção de conteúdo próprio, Elas no Congresso hoje é fonte de dados de artigos científicos, e da imprensa especializada na cobertura do Congresso e dos temas de gênero.

O ranking foi desenvolvido com aconselhamento estatístico baseado em determinados critérios e seus pesos. Este ranking foi transformado em uma visualização e permite que instituições e empresas mapeiem stakeholders para suas estratégias de advocacy, e que eleitores conheçam o desempenho dos que elegeram. O site possui design responsivo e experiência focada no usuário (UX), ajustando-se automaticamente ao acesso em smartphone, tablet, notebook ou desktop.","O Elas no Congresso se divide hoje em três produtos. O primeiro deles é nossa robô no Twitter, programada na linguagem Python (a mais difundida entre jornalistas) para analisar os dados da API da Câmara e do Senado e publicar a tramitação de projetos de interesse no feed da plataforma. A análise de dados históricos da API, novamente usando a tecnologia Python, também possibilita mapear o comportamento de parlamentares individuais em relação a temas específicos.

Para o projeto, selecionamos uma lista de palavras-chave frequentemente relacionadas aos direitos das mulheres, como violência doméstica, licença-maternidade e aborto a temas adjacentes como parto, guarda dos filhos e amamentação. A robô acessa diariamente as APIs da Câmara e do Senado para encontrar projetos com as palavras-chave que tenham tramitado nas últimas 24h. Por fim, ela publica na conta do Elas no Twitter, usando a API da rede social, os detalhes dessa proposição: casa legislativa, tipo e número da matéria, autoria, tema principal, status de tramitação e link para o texto original. O código da robô é aberto e tem amplo potencial para ser reproduzido com o uso de outros grupos de palavras-chave, para monitoramento de outros temas importantes para a democracia brasileira. 

O segundo produto é o ranking de parlamentares da Câmara e do Senado Federal, cujas posições variam com as propostas legislativas - com as palavras-chave relacionadas a gênero - de que cada parlamentar é autor ou coautor. Nossa equipe retirou das análises projetos que continham tais termos, mas não tratavam de gênero. Cada proposta recebe uma pontuação, de -2 a 2, de acordo com sua relevância e seu posicionamento - favorável ou desfavorável - em relação aos direitos das mulheres. Cada projeto é avaliado por organizações da sociedade civil com trabalhos ligados aos direitos das mulheres. Desde 2019, 19 instituições participaram do projeto. Para cada parlamentar, consideramos a soma das pontuações dos projetos de sua autoria, para então calcular a nota final: uma proporção sobre o valor máximo (no caso de pontuações positivas) ou sobre o valor mínimo (no caso de pontuações negativas) entre as pontuações de todos os parlamentares. Dessa forma, a pontuação final vai de -100 a +100, sendo -100 a pior nota entre os parlamentares analisados, e +100 a melhor nota. Os cálculos foram criados por uma profissional de estatística e são checados por um profissional de desenvolvimento e programação. Todos os dados sobre os projetos analisados e as notas de cada parlamentar e partido estão disponíveis para download.

O terceiro produto é a produção de conteúdo: nossas reportagens guiadas por dados do Congresso e nossa newsletter semanal redigida a partir das informações trazidas pela robô. Todos os dados são checados (seja o conteúdo dos PLs ou os dados dos parlamentares envolvidos), e os códigos-base usados na análise de dados para as matérias estão abertos no GitHub. Mostramos assim, por exemplo, que das 1023 propostas legislativas analisadas de 2019 a 2022, 514 são sobre violência de gênero – que inclui violência contra a mulher, sexual, política e feminicídio. Apesar da centralidade da pauta, muitas soluções sugeridas nos PLs desconsideram a complexidade de normas padrão ouro existentes, como a Lei Maria da Penha (LMP). Um quarto delas (104) têm abordagens punitivistas. Além disso, nossas pesquisas históricas também mostraram que, na última década, apenas um projeto de lei tentou descriminalizar o aborto no Brasil. Nesse período, dos 55 projetos de lei apresentados sobre o tema, 72,73% eram contrários ao direito das mulheres de interromper uma gestação.
 
DICIONÁRIO DE DADOS, BASE DE DADOS e NOTAS DOS PARLAMENTARES: https://docs.google.com/spreadsheets/d/1JSMTho9zUWAwJhT5NDZ2g5IC4GauiExS0e2pFiFueaw/edit?usp=sharing 

CÓDIGO FONTE DA ROBÔ NO GITHUB: https://github.com/institutoazmina/elasnocongressobot"
MonitorA 2022,107,"AzMina, InternetLab e Núcleo Jornalismo",https://azmina.com.br/projetos/monitora-eleicoes-2022/,Online,"Bárbara Libório, Ana Carolina Araújo, Lu Belin, Valkyria Rattmann, Carolina Oms, Helena Bertho, Thais Folego, Bárbara Miranda, Giulia Santos, Yu Ohtsuki, Sérgio Spagnuolo,  Michel Gomes, Julianna Granjeia, Henrique Rieger, Renata Hirota, Felippe Mercurio, Mariana Valente, Fernanda Martins, Clarice Tavares, Blenda Santos, Catharina Vilela, Beatriz Massa",6/9/2022,"Não se espera que alguém aceite um convite para uma experiência que sabe que lhe será dolorosa. Mas quando pedimos para que mais mulheres ocupem espaços de poder na política, é justamente isso que lhe oferecemos: uma experiência não só perigosa, mas violenta.E é esse um dos principais entraves para que mais mulheres escolham concorrer a cargos políticos – elas temem por sua segurança dentro e fora das redes sociais, e pelos ataques que sabem que sofrerão. Isso tem nome: violência política de gênero. Diante de uma das eleições mais decisivas para a democracia brasileira, o MonitorA – Observatório de Violência Política mapeia essa violência durante a campanha das eleições gerais de 2022 e encontrar caminhos possíveis para combatê-la.","O MonitorA traduz em dados e evidências a experiência de candidatas que sofrem com violência política de gênero nas redes sociais. Em 2020, acompanhamos as eleições municipais. Agora, mapeamos como candidatas às eleições estaduais e federal são atingidas pela violência de gênero no ambiente digital. A proposta é mapear o problema, encontrar caminhos possíveis para combatê-lo. As reportagens publicadas já foram notícias em veículos nacionais relevantes como a Folha de S.Paulo, na coluna de Monica Bergamo, e o Metrópoles, na coluna de Guilherme Amado, além de terem sido republicados por outros veículos como UOL e Yahoo. ","MonitorA utiliza tecnologia, dados, jornalismo e bases de antropologia e direito digital para traçar as dinâmicas da violência política de gênero. Criamos scripts em R que capturaram publicações que citaram cerca de 200 candidaturas de todo o país no Twitter, Youtube e Instagram, utilizando APIs e técnicas de web scraping. Todas as mensagens são categorizadas como ofensivas ou não ofensivas, com base em expressões regulares identificadas por um linguista que criou dicionários de termos ofensivos que abrangiam todos os marcadores sociais das candidaturas monitorada, e todas também passaram por revisão humana.  Todo esse trabalho reúne uma equipe bastante diversificada e pudemos reunir diferentes pontos de vista sobre os dados para fazer análises poderosas sobre a dinâmica da violência política nas redes.
","Monitoramos os perfis de candidatas às eleições de 2022 no Twitter, YouTube, Instagram e Facebook, avaliando postagens, comentários de usuários, e outras interações. Desenvolvemos dicionários de expressões e palavras frequentemente usados em atos de violência política de gênero, usados como chave para a coleta, mais tarde tratada e adaptada a ferramentas de visualização pelo Núcleo Jornalismo.

A base de dados é analisada e cada publicação passa por revisão humana, a partir do que identificamos como os discursos mais frequentes na prática de violência digital contra candidatas mulheres, os perfis que mais as atacam, candidatas mais vitimadas, estratégias usadas, entre outras possíveis leituras.

As análises, seja em âmbito nacional, regional ou local, são transformadas em reportagens, conteúdos digitais para redes sociais e relatórios voltados ao combate da violência de gênero online, que servem como subsídio para demandar mudanças junto às plataformas.

Ao fim das Eleições 2022, será elaborado um relatório completo dos achados pelo MonitorA, bem como um documento com recomendações e encaminhamentos que contribuam para a discussão da violência de gênero em termos de políticas públicas e privadas das redes sociais para o futuro."
Grandes chuvas em Fortaleza: impactos e aprendizados futuros,108,Jornal O POVO,https://mais.opovo.com.br/reportagens-especiais/2022/05/18/grandes-chuvas-em-fortaleza-impactos-e-aprendizados-futuros.html,Online,Gabriela Custódio,18/5/2022,"Depois de 25 anos do dia em que foi noticiada a ""maior chuva do século XX"", Fortaleza registrou meses de intenso volume de chuvas no início de 2022.  Entre março e abril, foram 58 dias de chuva na Capital, e a Coordenadoria Municipal de Proteção e Defesa Civil (COPDC) de Fortaleza atendeu 709 ocorrências, a maioria relacionada a riscos de desabamento. ","Há 25 anos, no dia 24 de abril de 1997, Fortaleza enfrentou a maior chuva do século XX. Naquele dia foi registrada uma precipitação de 270,6 milímetros (mm) entre as 3 horas da madrugada e as 13 horas. Em um só dia, 403 pessoas ficaram desabrigadas, 2.830 casas foram alagadas e foram registrados 95 desabamentos.

Passados os quatro primeiros meses de 2022, Fortaleza já era, até 3 de maio, o município cearense com maior volume de chuvas desde o início do ano. Entre março e abril, foram 58 dias de chuva na Capital, e a Coordenadoria Municipal de Proteção e Defesa Civil (COPDC) de Fortaleza atendeu 709 ocorrências, a maioria relacionada a riscos de desabamento.

Entre esses dois eventos — e antes de 1997 —, outras grandes chuvas ocorreram e deixaram vestígios de suas forças. Diferentes em intensidade e duração, esses momentos têm em comum o fato de causarem impactos no dia a dia, no bem-estar e na qualidade de vida dos fortalezenses. Portanto, é fundamental que a imprensa acompanhe e fiscalize esses eventos e cobre do poder público as devidas providências para a área.","A reportagem buscou dados de fontes diversas, desde bases construídas por assessorias de imprensa a arquivos do acervo próprio do jornal e publicações em redes sociais, para mostrar como as grandes chuvas têm se comportado em Fortaleza e que fatores estão envolvidos nos efeitos causados por essas ocorrências principalmente para as populações que vivem em moradias mais vulneráveis.","Para os números e evidências apresentados a reportagem, a Central DATADOC utilizou dados da Fundação Cearense de Meteorologia e Recursos Hídricos (Funceme), da Coordenadoria Municipal de Proteção e Defesa Civil (COPDC) e do documento do Projeto Fortaleza 2040, produzido pelo Instituto de Planejamento de Fortaleza (IPLANFOR).

Os dados utilizados foram fornecidos pelas respectivas assessorias de imprensa dos órgãos citados. Trabalhamos com o volume de chuvas aferido pelos 12 postos pluviométricos da capital cearense, entre janeiro de 1997 e 2 de maio de 2022, as ocorrências atendidas pela COPDC em março e abril de 2022, os chamados reportados diariamente ao órgão durante o mês de abril e os índices de cobertura vegetal de Fortaleza, entre 1813 e 2014.

Com os dados da Funceme, produzimos um calendário das chuvas, destacando o volume máximo de precipitação registrado entre os 12 postos pluviométricos de Fortaleza. Também buscamos encontrar informações como: quantidade de dias com chuva nos últimos dois meses, ocorrências mais comuns nesse período, qual foi o dia mais crítico para a população etc.

A análise dos dados foi realizada em Python, por meio de um notebook disponibilizado em um repositório disponível no GitHub da DATADOC, possibilitando a replicação dos cálculos e aferição dos valores apresentados no texto e nos gráficos. Utilizamos também as bibliotecas Pandas, Tabula e tabulate para execução dos cálculos e para a extração de dados de relatórios em arquivos PDF."
Covid-19: Uma criança de 0 a 4 anos de idade morreu por semana no Ceará,109,Jornal O POVO,https://mais.opovo.com.br/reportagens-especiais/2022/07/29/covid-19-uma-crianca-de-0-a-4-anos-de-idade-morreu-por-semana-no-ceara.html,Online,Gabriel Borges e Gabriela Custódio,29/7/2022,"Em um contexto de politização em relação à vacina contra a Covid-19, principalmente quanto à imunização de crianças, a reportagem ""Covid-19: Uma criança de 0 a 4 anos de idade morreu por semana no Ceará"" investigou como a doença impactou a parcela mais jovem da população cearense.","Nos mais de dois anos de pandemia, a Covid-19 deixa um rastro de dor e sofrimento com mais de 670 mil mortes no Brasil. Somente no Ceará, 27 mil morreram em decorrência da contaminação pelo vírus. Deste total de mortes no Estado, 151 óbitos ocorreram entre crianças de 0 a 4 anos, no período de 2020 até 18 de julho de 2022.

Dos 151 óbitos registrados no Estado até o momento, 138 (91,4%) ocorreram entre as crianças de 0 a 2 anos; já entre as de 3 e 4 anos, foram 13 (8,6%). Considerando o mesmo período (1º/1 a 11/7) nos anos de 2020, 2021 e 2022, o ano com mais óbitos nesta faixa etária foi o último. A faixa etária com maior mortalidade é a única para a qual ainda não existem vacinas liberadas, desde que a imunização de crianças de 3 a 5 anos foi liberada no Ceará, em 18 de julho.

Em um contexto de politização em torno da vacina contra a Covid-19, em especial quando se fala da faixa etária mais jovem, é essencial que o jornalismo continue acompanhando o desenrolar da pandemia e os impactos que a doença causa na população. Foi pensando nisso que a Central de Jornalismo de Dados do Jornal O POVO (DATADOC) e o Núcleo de Cotidiano do O POVO uniram-se para a realização da reportagem Covid-19: Uma criança de 0 a 4 anos de idade morreu por semana no Ceará, publicada na sexta-feira, 29 de julho de 2022.","A reportagem trabalhou com a API do IntegraSUS, plataforma da Secretaria da Saúde do Estado do Ceará (Sesa), para acessar os dados de óbito por Covid-19 na faixa etária mais jovem, incluindo aquela que, à época da análise, ainda não tinha acesso à vacina contra a doença. Como resultado, mostrou como a pandemia de Covid-19 impactou as crianças no Estado.","Inicialmente, foram raspados os dados de óbitos por Covid-19 no Ceará, por faixa etária, desde o início de 2020 até 18 de julho de 2022 a partir da API do IntegraSUS, plataforma da Secretaria da Saúde do Estado. Em seguida, foram filtrados os óbitos entre crianças de 0 a 2 anos e de 3 a 4 anos de idade.

Com esse filtro, foram calculados os óbitos nessas idades por ano (2020, 2021 e 2022 — nesse último caso, até 18 de julho) e no período de 1º de janeiro a 18 de julho de cada um desses anos, além do percentual representado pelas faixas etárias (0 a 2 anos e 3 a 4 anos) nesses óbitos pela doença até o momento da análise.

O notebook com o passo a passo da coleta e da análise de dados está disponível no GitHub da Central de Jornalismo de Dados (DATADOC): https://github.com/datadoc-opovo/mortes-covid-criancas-0-4-anos-ce"
90% dos abortos atendidos pelo SUS são feitos com procedimento ultrapassado,110,Revista AzMina,https://azmina.com.br/reportagens/abortos-atendidos-pelo-sus-sao-feitos-com-procedimento-ultrapassado/,Online,"Joana Suarez, Natallia Sousa, Barbara Liborio, Erika Artmann",21/9/2022,"Descobrimos que 90% dos casos de aborto que chegam aos hospitais - não só os legais, mas também os espontâneos e os incompletos - são tratados com um método fortemente desaconselhado pela OMS há 10 anos: a curetagem. E isso coloca a vida de mulheres e pessoas com útero em risco. Quase 500 morreram nos últimos dez anos por conta da curetagem uterina pós-aborto. ","A pauta aborto é pouco tratada na imprensa tradicional e envolve vários assuntos importantes para a vida das mulheres, temos procedimentos extremamente defasados mesmo pra qualquer tipo de aborto, e ninguém investiga ou fala sobre isso, que o tabu acaba maltratando muitas mulheres, e silenciando esse tema.","O cruzamento de dados sobre os métodos pra tratar ou induzir o aborto, com estudos, com situações em outros países e com documentos da OMS que apontam os procedimentos recomendados. ","Pedimos dados via Lei de Acesso à Informação, consultamos o sistema DataSUS para levantar números de abortos e procedimentos realizados no Brasil, além de consultas a documentos, estudos e especialistas."
Mulheres são apenas 1 em cada 10 homenageados pela Câmara de Ribeirão Preto,111,Farolete,https://farolete.info/mulheres-sao-apenas-1-em-cada-10-homenageados-pela-camara-de-ribeirao-preto/,Online,Cristiano Pavini,7/7/2022,"Após obtenção, limpeza e análise de dados, verificou-se que a cada dez homenagens com o título de cidadania ribeirão-pretana, cidadão emérito ou ordem do mérito, nove contemplaram homens na Câmara de Ribeirão Preto (SP). Foram identificados 912 projetos com honrarias nos últimos 24 anos, sendo que apenas 108 prestigiaram mulheres.","A reportagem escancarou, para a sociedade e para os próprios parlamentares, o machismo estrutural na concessão de homenagens. Após a publicação, oito vereadores protocolaram um projeto de resolução para instituir a paridade de gênero nas congratulações (https://farolete.info/vereadores-propoem-paridade-de-genero-nas-homenagens-apos-farolete-escancarar-abismo/), ainda em tramitação. Farolete publicará uma nova reportagem a respeito, comparando o período pré e pós levantamento, para verificar se houve mudança de comportamento dos vereadores. Além disso, a Agência Tatu, reconhecida e premiada startup de jornalismo de dados em Alagoas, que foi parceira no presente levantamento, replicou a pauta em Maceió (https://www.agenciatatu.com.br/noticia/apenas-15-das-cidadanias-honorarias-de-maceio-sao-de-mulheres/), também verificando concentração de honrarias masculinas. ","A nível local, considerando Ribeirão Preto e região, esse levantamento foi inédito. Tanto pela pauta quanto pelos métodos de apuração da mesma. Também publicamos o passo a passo de nosso levantamento, algo incomum no jornalismo local. Importante ressaltar que a ideia surgiu a partir de publicação da jornalista Jamile Santana, do veículo independente Painel, que verificou a concentração de homens nas nomeações de logradouros públicos em Mogi das Cruzes (https://www.instagram.com/p/CfHoX8EpvSA/). ","A pedido do Farolete, a Agência Tatu raspou do portal da Câmara de Ribeirão Preto o resumo de todos os 2.279 projetos de decreto legislativo protocolados desde 1984, consolidando-os em uma planilha eletrônica. Farolete excluiu propostas protocoladas entre 1985 e 1997, em razão de inconsistências na base de dados do Legislativo (confirmadas em conversas com os servidores da Casa), considerando apenas 1998 em diante. A partir de aplicação de filtros, localizamos 912 propostas de homenagens a pessoas físicas. Honrarias a empresas, ou projetos de outras finalidades (como aprovação de contas, etc), foram descartados. Desse grupo de homenagens, aplicamos novamente filtros no editor de planilhas eletrônicos para identificar o gênero do homenageado (""senhor"", ""senhora"", ""professor"", ""professora"", ""cidadã"", ""cidadão"", etc).  Quase 90% dos projetos foram contemplados nesse análise. Outros 100, porém, precisaram de verificação manual (em alguns casos, consultando até o documento oficial com a biografia do homenageado, anexado pelo vereador). A visualização, em gráficos e bancos de dados de consulta interativa, foi realizada no Flourish."
