Título do trabalho,ID,Veículo,Link,Formato,Autores(as) do trabalho,Data de publicação,Resumo do trabalho,Relevância,Originalidade,Metodologia
Máfia das Apostas,82,O Globo,https://docs.google.com/document/d/1FHt3Q_53QRLIJ0R8pzQcphs-mLPCRWqlCW_bTHD4LKc/edit?usp=sharing,Online,"Rafael Soares, Thales Machado, Laís Malek, Felipe Grinberg, Athos Moura, Breno Angrisani, Caio Marques, Mario Martinho e Vinicius Machado",26/5/2023,"Em maio de 2023, o futebol brasileiro se viu envolto num dos maiores escândalos de sua história: a Operação Penalidade Máxima revelou que uma quadrilha especializada em apostas ilegais manipulou partidas da Série A do Brasileirão — campeonato nacional mais importante do país.

Por mais de um mês, uma equipe do GLOBO analisou as 5 mil páginas do processo judicial, entrevistou mais de 50 envolvidos e conduziu uma investigação jornalística independente sobre o caso. A apuração culminou na publicação de um mapa interativo do escândalo, com informações sobre todos os jogos manipulados e personagens da investigação), que serviu de base para a publicação de uma série de reportagens exclusivas.","A cobertura do GLOBO foi a única na imprensa brasileira a extrapolar a investigação formal do caso pelo Ministério Público: o jornal criou sua própria base de dados e conduziu uma investigação jornalística independente, que trouxe à tona uma série de informações exclusivas que tiveram impacto imediato. A ferramenta criada pelo GLOBO passou a ser usada até mesmo pelos investigados da Operação Penalidade Máxima e por parlamentares integrantes da CPI das Apostas Esportivas, também criada para investigar o caso.

Em 10 de maio, em meio à produção da base, o GLOBO revelou o envolvimento — até então desconhecido do público — de 19 jogadores com a quadrilha de apostadores e trouxe à tona a verdadeira dimensão do escândalo. No mesmo dia, o ministro da Justiça, Flávio Dino, determinou que a Polícia Federal abrisse um inquérito para investigar o caso ""diante de indícios de manipulação de resultados em competições esportivas, com repercussão interestadual e até internacional"".

Três dos jogadores cuja participação veio à tona a partir de reportagens do GLOBO — Sávio, Bryan García e Diego Porfírio — acabaram admitindo, posteriormente, os crimes ao Ministério Público. Os três fecharam acordos com a Promotoria e vão depor contra integrantes da quadrilha.

As provas trazidas à tona na série de reportagens do jornal também motivaram o afastamento ou rescisão de contrato de sete atletas por seus clubes no Brasil — como Pedrinho e Bryan García, ambos afastados e demitidos do Athletico Paranaense. A repercussão das reportagens também chegou aos Estados Unidos, onde o Colorado Rapids afastou o jogador Max Alves após o GLOBO revelar indícios de que o atleta havia manipulado uma partida da liga norte-americana.","A investigação jornalística independente do GLOBO, a partir da construção de uma base de dados de jogos e investigados, trouxe à tona informações inéditas sobre o escândalo da máfia das apostas. Ao todo, 35 partidas do futebol brasileiro tiveram seus resultados manipulados entre 2022 e 2023. Desse total, 23 dos jogos foram válidos pela Série A do Brasileirão, maior campeonato do país.

A apuração do jornal também trouxe à tona o envolvimento de 72 pessoas — 43 delas, atletas profissionais — com uma quadrilha especializada em apostas ilegais. A partir da análise de comprovantes de pagamento e planilhas de contabilidade da quadrilha, o GLOBO também revelou que R$ 835 mil foram pagos a jogadores de futebol por apostadores num intervalo de apenas seis meses.","Como a investigação do Ministério Público de Goiás sobre a máfia das apostas era complexa — o inquérito envolvia quase uma centena de personagens e diálogos extraídos de mais de uma dezena de aparelhos celulares — os jornalistas do GLOBO passaram a abastecer uma base de dados com informações retiradas do processo judicial e obtidas com fontes. 

A base foi abastecida pelos repórteres com informações sobre todas as partidas com suspeitas de manipulação (resultados, equipes envolvidas, os lances combinados) e também sobre cada um dos envolvidos (apostadores, financiadores, intermediários e jogadores). A coleta foi determinante na apuração do caso: a catalogação dos jogos e personagens acabou trazendo à tona informações inéditas sobre o escândalo (como, por exemplo, a participação de 19 dos jogadores envolvidos) e possibilitou que a equipe chegasse ao número inédito de 35 jogos com suspeitas de manipulação.

Além de ser usada internamente na produção de reportagens sobre o caso, a base de dados também foi disponibilizada pelo GLOBO aos leitores, em forma de um mapa interativo. 

As bases de dados que deram origem ao mapa interativo e às reportagens do jornal podem ser encontradas nos links a seguir:

https://docs.google.com/spreadsheets/d/1zbg7lzyxD8hiX1rrGdyb58XtgBpaiZzUbUYYAGxGRFc/edit?usp=sharing
https://docs.google.com/spreadsheets/d/1ltbwnX3-Mp1sgOoZRR-0NIe5obKSmFK2Yob0CwmagQw/edit?usp=sharing"
Huntington: Feira Grande é o segundo município no ranking brasileiro de incidência da doença,83,Tribuna Independente,https://tribunahoje.com/noticias/saude/2023/09/30/127290-huntington-feira-grande-e-o-segundo-municipio-no-ranking-brasileiro-de-incidencia-da-doenca,Impresso,Valdete Calheiros,30/9/2023,"Investigar a incidência da Doença de Huntington nos municípios com mais casos no Brasil, em especial no estado de Alagoas. Onde o pequeno município de Feira Grande se destaca pela grande quantidade de casamentos consaguíneos.","Ajudar a desmistificar os tabus e crenças a cerca dos pacientes da Doença de Huntington, visto como pessoas nervosas, loucas e que deviam ser enjaulados sem receber tratamento adequado. ","Trazer a luz, a história de vida, sofrimento, aspectos emocionais ligados à Doença de Huntington. Doença hereditária, genética, rara no país e no mundo. ","Levantamento de dados junto à Associação Brasil Huntington, única entidade que detém estatísticas sobre a doença que, por ser rara, não é de notificação obrigatória junto ao Ministério da Saúde e, por consequência, junto às secretarias estaduais e municipais de saúde do Brasil. 

Levantamento de dados junto à Defensoria Pública da União. 

Pesquisa de campo até achar pacientes da Doença de Huntington e de pessoas que foram fundamentais na trajetória de mostrar a sociedade que o paciente precisa de apoio e cuidados especiais."
"Sem vagas, cemitérios de Maceió enterram 80% dos mortos em cova rasa",84,Agência Tatu de Jornalismo de Dados,https://www.agenciatatu.com.br/noticia/sem-vagas-cemiterios-maceio-enterram-em-cova-rasa/,Online,Karina Dantas,26/5/2023,"A reportagem apresenta dados que evidenciam a superlotação dos cemitérios públicos de Maceió, já que 80% dos mortos na capital alagoana são enterrados em covas rasas. Durante quase dois meses, a Agência Tatu entrevistou mais de uma dezena de fontes, levantou e analisou dados públicos nem sempre acessíveis e fez incursões nos cemitérios e adjacências para entender a extensão dos impactos dessa crise no sistema funerário. 

A matéria também mostra que a situação está relacionada ao afundamento de solo causado pela empresa petroquímica Braskem, que desapropriou cerca de 60 mil moradores de suas residências e interditou o cemitério da região, o que agravou a situação funerária em Maceió.","O trabalho investigativo buscou apresentar dados e informações importantes que mostrassem o que há muito tempo vêm sendo denunciado pela população local que necessita dos serviços funerários públicos. 

Após a publicação da reportagem sobre a situação - à beira de um colapso - nos cemitérios em Maceió, o MPF, MPAL e DPU emitiram uma recomendação conjunta que busca amenizar e solucionar o caso dos sepultamentos na capital (https://www.mpf.mp.br/al/sala-de-imprensa/noticias-al/recomendacao-conjunta-do-mpf-mpal-e-dpu-busca-solucoes-imediatas-para-a-crise-nos-cemiterios-de-maceio/), o UOL repercutiu a notícia utilizando dados exclusivos da Agência Tatu (https://noticias.uol.com.br/colunas/carlos-madeiro/2023/06/04/maceio-colapso-funerario-enterro-covas-rasas.htm), além de movimentar políticos da cidade para solucionar o problema (https://www.maceio.al.leg.br/noticia/camara-formaliza-comissao-para-discutir-solucoes-sobre-a-falta-de-vagas-em-cemiterios-publicos-29-08-2023-00-00-785 e https://www.maceio.al.leg.br/noticia/galba-netto-destaca-necessidade-da-construcao-de-cemiterio-publico-no-benedito-bentes-03-08-2023-15-38-766). ","O trabalho investigativo apresentou dados inéditos sobre a situação funerária na capital, mostrando que 8 em cada 10 mortos não tiveram um enterro digno, sendo enterrados em covas rasas. Houve um obstáculo imenso para conseguir esses dados, uma vez que a Prefeitura de Maceió busca a todo custo escondê-los e dificultar o acesso, e só foi possível com muita cobrança e persistência da reportagem. Além disso, os órgãos responsáveis não possuem uma forma de registro simplificada dos mortos na capital, o que também dificultou a obtenção dos dados.

Outro aspecto inédito que a reportagem trouxe foram as informações contidas em um memorando de um ex-gestor do setor funerário de Maceió, que foi exonerado dias após o envio do documento para o gabinete da Secretaria responsável. O documento relata a urgência na construção de um novo cemitério e ampliação de um dos cemitérios da cidade, sob risco de colapso na rede funerária da capital. ","O levantamento do número de mortos nos cemitérios públicos de Maceió foi feito de forma simples, com a criação de um gráfico de barras que melhor demonstra a situação precária apresentada na reportagem. Foram separados os dados de pessoas sepultadas por tipo de cova. 

Os dados foram organizados em planilha excel, que foi disponibilizada na íntegra na própria reportagem da Agência Tatu: https://docs.google.com/spreadsheets/d/1ogC-IqDPDo9f8VONlgcSnZPRWrA2ZLvcyiO4n-3RTzU/edit#gid=1383697366 ."
Laços de Família,85,Curso de Jornalismo - Universidade Federal de Santa Catarina,https://jornalismoufsc.shorthandstories.com/lacos-de-familia-tcc/index.html,Online,Karoline Bernardi e Jullia de Andrade Gouveia,11/8/2023,"A grande reportagem online de título “Laços de Família” é um produto jornalístico dividido em quatro partes. Os textos, imagens, gráficos e dados apurados explicam como a prática da Constelação Familiar está inserida no Sistema Único de Saúde (SUS), nas Universidades Federais e nos Tribunais de Justiça do país. A reportagem revela informações sobre o número de atendimentos da prática no SUS e o montante gasto em cursos e workshops no Judiciário, até então desconhecidos.","A Constelação Familiar é considerada uma prática pseudocientífica por inúmeros especialistas e contra-indicada para fins terapêuticos pelo Conselho Federal de Psicologia (CFP). Desta maneira, revelar como a prática se comporta nas instituições públicas, quem a aplica, quantos atendimentos foram realizados e o montante gasto, são imprescindíveis e de interesse público. Além disso, até o momento as reportagens sobre o assunto continham apenas relatos e uma abordagem superficial do tema. Foram realizados mais de 100 pedidos de Lei de Acesso à Informação, para conseguir obter a profundidade pretendida. ","O trabalho revela o número de atendimentos de Constelação Familiar realizados pelo SUS de 2019 a 2022, discriminados por estado, além de apurar e apontar o nome das Universidades Federais que oferecem ou ofereceram a prática. E ainda, apresenta dados inéditos dos valores gastos por cada Tribunal de Justiça do país com cursos, palestras, workshops e diárias sobre Constelação Familiar, desde que ela começou a ser utilizada no Judiciário. Essas informações não estavam anteriormente disponíveis ou de fácil acesso ao público e este trabalho foi o primeiro a consegui-las e divulgá-las.","Para os dados apurados sobre o SUS, as jornalistas utilizaram a base de dados do Sistema de Informação em Saúde para a Atenção Básica - SISAB, selecionando as informações de interesse e gerando tabelas com os resultados. Os dados de atendimento das cidades e estados brasileiros foram tratados e compilados por programa online de tabelas.
O número e nome das Universidades Federais que oferecem ou ofereceram Constelação Família foi obtido através do envio de um pedido de Lei de Acesso à Informação (LAI) a cada uma das 68 entidades.
Já os dados sobre o valor gasto pelos Tribunais de Justiça reuniu mais do que um método. Foram enviados pedidos de LAI para todos os Tribunais de Justiça do país, solicitando a data, nome do curso/workshop/palestra sobre Constelações e a despesa gerada. Em paralelo, foram feitas buscas com o termo “Constelação Familiar” nos Diários Oficiais de Justiça de cada estado, no período de 2008 até 2023, o mesmo procedimento foi realizado no portal JusBrasil. Por fim, as informações da LAI foram cruzadas com os dados obtidos pelas buscas manuais e obtivemos os valores gastos pelos Tribunais. Além disso, também foram enviados pedidos de LAI para os Centros Judiciários de Solução de Conflitos e Cidadania (CEJUSCs) de cada Tribunal, a fim de obter a informação de quais e quantos tinham a prática de Constelação Familiar institucionalizada.
"
Orçamento fictício Maioria das subprefeituras de São Paulo não cumpriu orçamento de 2022,86,Agência Mural de Jornalismo das Periferias,https://agenciamural.org.br/especiais/maioria-das-subprefeituras-de-sao-paulo-nao-cumpriu-orcamento-de-2022/,Online,"Paulo Talarico, Ira Romão, Matheus Oliveira, Mariana Lima, Magno Borges",22/3/2023,Reportagem revela que 24 das 32 administrações regionais da cidade de São Paulo investiram menos do que o previsto. Cenário reforça enfraquecimento da área em meio à centralização das decisões no município e a desigualdade no repasse de dinheiro público,"A reportagem mostra como o orçamento da cidade de São Paulo foi executado de forma desigual e o quanto a influência política tem afetado as políticas públicas em cada uma das subprefeituras da cidade. Com base nos dados apurados, conseguimos fazer um raio-x de onde a execução foi superior ao prometido, enquanto bairros ficaram sem verba para ações básicas","O orçamento em si costuma ser abordado durante a votação da Lei Orçamentária Anual, mas o quanto da proposta votada é realmente realizado? A reportagem traz isso. Mostra o quão fictício tem sido o orçamento da cidade de São Paulo para algumas regiões, em especial nas periferias da cidade. Outras, contudo, tem tido um investimento bem superior ao prometido.","Com base nos dados abertos da Prefeitura de São Paulo, baixamos as informações da execução orçamentária de 2022. A partir dessa planilha, filtramos os dados relacionadas a cada uma das subprefeiuras, o quanto foi orçado, o quanto foi gasto e em que áreas houve essa redução.

Com isso, conseguimos estabelecer quais regiões tiveram despesas abaixo do que estava previsto e as que superaram a estimativa.

Ouvimos especialistas, moradores, lideranças comunitárias e conselheiros participativos sobre a situação das regiões em que o cenário foi mais gritante e questionamos a prefeitura sobre a situação.

Também disponibilizamos a base de dados para os leitores."
"""Estamos aqui somente para sobreviver"": a história dos Warao em Fortaleza",87,O POVO,https://mais.opovo.com.br/reportagens-especiais/indigenas-warao-fortaleza/2023/08/23/estamos-aqui-somente-para-sobreviver-a-historia-dos-warao-em-fortaleza.html,Online,Catalina Leite e Marcela Tosi,23/8/2023,"A matéria denuncia as condições de vida insalubres dos indígenas venezuelanos Warao em Fortaleza, sujeitos a cobranças de aluguel leoninas, à falta de saneamento básico e ao desamparo institucional. Ouvimos a história de Wilmer Parede e sua família, da migração ao Ceará à luta diária por sustento.","São mais de 100 indígenas Warao morando em Fortaleza sem nenhum amparo institucional. Além da compreensão das vidas e culturas dessas famílias, a abordagem por dados estabelece um perfil oficial de quem são os Warao no Brasil. Assim, ainda que se conte a história de uma família em específico (a de Wilmer Parede), os dados dão materialidade aos mais de 53 mil venezuelanos em situação de refúgio no Brasil. A reportagem ganha relevância ao explicitar em que condições os grupos estão vivendo no Ceará, reforçando os desafios entre as demandas dos Warao e a burocracia das entidades governamentais.","A reportagem dedica-se a não apenas denunciar as condições dos Warao atualmente, mas traçar históricos que valorizem as memórias culturais dos entrevistados. Por isso, dedicou-se espaço a discutir tradições, cosmogonias e estilo de vida; além de defender o respeito e a escuta destes no processo de abrigamento dos Warao na Capital.","Para o material foram consultados dados relacionados à população refugiada no Brasil a partir dos dados do Comitê Nacional para os Refugiados (Conare), extraídos tanto do Portal de Imigração do Ministério da Justiça e Segurança Pública (MJ) e do Painel interativo das decisões de mérito da Conare."
O crime compensa: Os Privilégios dos Militares Expulsos das Forças Armadas,88,UOL,https://noticias.uol.com.br/politica/ultimas-noticias/2023/07/17/o-crime-compensa-os-privilegios-dos-militares-expulsos-das-forcas-armadas.htm,Online,Luiz Fernando Toledo e Eduardo Militão,17/7/2023,"Militares que foram expulsos das Forças Armadas por crimes graves, como estupro e homicídio, mantém pensões vitalícias pagas a seus familiares. Esta é a primeira reportagem que quantificou e explicou em detalhes tal fenomeno, bem como contou histórias específicas de diversos casos graves.","O trabalho foi o primeiro a conseguir os dados de todos os pagamentos, vencendo uma disputa via LAI contra as Forças Armadas. ","O trabalho foi o primeiro a conseguir os dados de todos os pagamentos, vencendo uma disputa via LAI contra as Forças Armadas. ","Obtenção das bases de dados por meio da LAI, raspagem de dados do site do Tribunal Superior Militar e cruzamento de planilhas por meio de linguagem Python."
Dívida de igrejas com a União dobrou durante governo Bolsonaro,89,Agência Pública,https://apublica.org/2022/11/divida-de-igrejas-com-a-uniao-dobrou-durante-governo-bolsonaro/,Online,"Bruno Fonseca, Matheus Santino, Mariama Correia, Nathallia Fonseca",16/11/2022,"Com dados obtidos via Lei de Acesso à Informação (LAI), gráficos e apurações, a reportagem mostra que as dívidas de templos religiosos com a União dobraram durante o governo do ex-presidente Jair Bolsonaro. A partir das informações da Receita Federal, a equipe de repórteres descobriu que as igrejas de pastores próximos ao ex-presidente estavam entre as maiores devedoras. Também, que a imunidade tributária das igrejas foi ampliada durante o governo de Bolsonaro, que se elegeu com grande apoio do público evangélico e católico conservador brasileiro. ","A investigação é relevante porque expõe as relações entre instituições religiosas e o governo Bolsonaro, que teve nos grupos cristãos conservadores um dos principais pilares de sustentação. A reportagem mostra como grupos religiosos, sobretudo evangélicos e católicos, foram beneficiados por essa proximidade do governo, com perdão de dívidas tributárias e ampliação de benefícios. Ao fazer uso da LAI, o trabalho utiliza um instrumento de transparência pública para trazer à tona dados inéditos, que mostram como grandes grupos religiosos - alguns deles proprietários de templos em vários estados do país e grandes sistemas de comunicação, tanto têm dívidas milionárias com os cofres públicos quanto se beneficiaram das relações próximas com Bolsonaro para ampliar suas vantagens tributárias. A reportagem foi repercutida na imprensa e republicada em 25 veículos. ","O trabalho expõe dados inéditos obtidos via LAI. A reportagem não apenas mostra o volume das dívidas e as principais instituições devedoras, como traça conexões entre elas e o ex-presidente Bolsonaro. Também aprofunda a apuração sobre o maior devedor da União, entre os templos religiosos. Até a publicação da reportagem, não se tinha informações sobre as conexões dessa empresa religiosa com uma administradora de planos de saúde, que já foi uma das maiores do ramo no Brasil, mas quase foi à falência nos anos 90. ","Os dados de dívidas da União foram obtidos via Lei de Acesso à Informação (LAI). As informações foram consolidadas em uma planilha pela equipe de jornalismo de dados da Pública. Essa planilha subsidiou as apurações, os gráficos e o texto final da reportagem.  "
O que a farmácia sabe sobre mim,90,UOL,https://noticias.uol.com.br/reportagens-especiais/o-que-a-farmacia-sabe-sobre-mim/,Online,"Reportagem: Amanda Rossi, Edição: Graciliano Rocha, Diego Assis, Leonardo Rodrigues e Patrícia Junqueira, Arte: Guilherme Zamarioli",1/9/2023,"Investigação revela o que está por trás da pergunta mais feita nas farmácias do Brasil: qual seu CPF? Farmácias se valem de distorção em regra federal, que tabela preços de remédios muito acima do preço de mercado, e oferecem descontos fictícios em troca da identificação do consumidor. RaiaDrogasil, a maior rede de farmácias do país, armazena até 15 anos de todas as compras de 48 milhões de pessoas - 1 de cada 5 da população brasileira. Desde 2021, monetiza os dados para anunciantes interessados em traçar perfis de clientes a partir das compras de remédios e outros produtos de saúde. A propaganda é depois exibida não só nos canais das farmácias, mas em redes sociais, publicidade do Google e YouTube.","Todos precisamos, em algum momento da vida, comprar remédios para nós próprios ou nossos familiares. E nos deparamos com descontos de até 70% em troca dos nossos dados pessoais. A reportagem revela pela primeira vez que a maior rede de farmácias do país se vale do CPF para armazenar 15 anos de dados sensíveis sobre a saúde de 48 milhões de pessoas. Também prova que essa rede está vendendo os dados para anunciantes, mesmo que isso não seja explicitado na sua política de privacidade. Além disso, a reportagem evidencia qual é o mecanismo dos descontos fictícios, a partir da comparação de duas bases de dados federais: o Banco de Preços em Saúde (BPS) e a Lista de Preços de Medicamentos da CMED (Câmara de Regulação do Mercado de Medicamentos).","A reportagem compara os preços pagos por medicamentos em compras públicas (desde grandes compras de órgão federais até pequenas compras de pequenas prefeituras) com os preços pagos por uma rede de hospital privado e os preços cobrados na RaiaDrogasil, com e sem CPF. Também apresenta os valores em relação ao valor máximo autorizado para venda para o consumidor pela CMED (Câmara de Regulação do Mercado de Medicamentos). Essa comparação, que é original em uma reportagem, evidencia que os descontos são fictícios. 

Outro aspecto original da reportagem é a solicitação dos dados pessoais armazenados pelas farmácias se valendo de um direito previsto ao titular de dados pela LGPD (Lei Geral de Proteção de Dados). Isso permitiu demonstrar qual é o escopo e a abrangência dos dados armazenados.","A reportagem se valeu de duas bases de dados federais, que foram analisadas em arquivos no formato de planilha eletrônica: Banco de Preços em Saúde (https://www.gov.br/saude/pt-br/acesso-a-informacao/banco-de-precos) e a Lista de Preços de Medicamentos da CMED (https://www.gov.br/anvisa/pt-br/assuntos/medicamentos/cmed/precos). A primeira mostra qual foi o preço pago em compras de medicamentos feitas por órgãos públicos. A segunda estabelece qual é o valor máximo que pode ser cobrado dos consumidores em cada medicamento. A comparação dos preços dos remédios nas duas bases de dados mostra um abismo: os preços praticados chegam a ser 10.000% mais baixos do que o preço autorizado ao consumidor. Um determinado genérico da Nimesulida, por exemplo, custou R$ 1,08 em compras públicas, de acordo com o BPS. Já o preço máximo autorizado ao consumidor na Lista de Preços de Medicamentos da CMED era de R$ 31,78. Essa distorção é usada pelas farmácias para fornecer descontos fictícios em troca do CPF. O valor de R$ 31,78 era justamente o preço cobrado em unidades da RaiaDrogasil caso o consumidor não quisesse se identificar. Já com o CPF, o valor caía para R$ 8,50. A reportagem dedicou algumas semanas para tentar compatibilizar as duas tabelas, no intuito de oferecer ao leitor a possibilidade de pesquisar pelo seu medicamento e ver tanto quanto custou em compras públicas como também o preço máximo autorizado. Porém, as duas tabelas apresentam os remédios de formas completamente diferentes, não havendo nenhum denominador único para cada princípio ativo, de cada laboratório e cada formulação. Além disso, o preço no BPS é por comprimido, enquanto na Lista de Preços de Medicamentos é por caixa com determinado número de unidades. Após um longo trabalho de limpeza, na tentativa de compatibilizar os dados das duas bases de dados, desistimos de apresentar a tabela única, devido à possibilidade de erros. Assim, decidimos selecionar os medicamentos de uso mais frequente no país (obtidos após análise da base de dados de receitas controladas: https://dados.gov.br/dados/conjuntos-dados/venda-de-medicamentos-controlados-e-antimicrobianos---medicamentos-industrializados) e por consulta a auditoria de vendas do setor farmacêutico, obter os dados específicos de preços desses remédios e apresentá-los em um infográfico.

Outro trabalho de dados realizado na reportagem foi a transformação de dados de consumo nas farmácias, obtidos após solicitação via LGPD, de PDF para Excel, para que os descontos pudessem ser analisados."
O que a farmácia sabe sobre mim?,91,UOL,https://noticias.uol.com.br/reportagens-especiais/o-que-a-farmacia-sabe-sobre-mim/,Online,"Reportagem: Amanda Rossi, Edição: Graciliano Rocha, Diego Assis, Leonardo Rodrigues e Patrícia Junqueira, Arte Guilherme Zamarioli, Direção de arte: Gisele Pungan e René Cardillo",1/9/2023,"A reportagem revela o que está por trás da pergunta mais feita nas farmácias do Brasil: qual seu CPF? As farmácias se valem de uma distorção em uma regra federal para conceder descontos fictícios em troca dos dados pessoais. O consumidor se vê sem saída: ou dá o CPF ou precisa pagar até 70% mais no medicamento. A RaiaDrogasil, a maior rede de farmácias do país, armazena até 15 anos de dados de 48 milhões de pessoas - 1 de cada 5 da população brasileira. No banco de dados, estão informações sensíveis sobre as doenças e o comportamento sexual. A RaiaDrogasil monetiza os dados, os oferecendo para anunciantes interessados em direcionar propaganda de acordo com o perfil de compra de remédios dos clientes. O consumidor não é informado, nem mesmo na política de privacidade da rede de farmácias.","Todos precisamos, em algum momento da vida, comprar remédios para nós próprios ou nossos familiares. E nos deparamos com descontos de até 70% em troca dos nossos dados pessoais. A reportagem revela pela primeira vez que a maior rede de farmácias do país se vale do CPF para armazenar 15 anos de dados sensíveis sobre a saúde de 48 milhões de pessoas. Também prova que essa rede está vendendo os dados para anunciantes, mesmo que isso não seja explicitado na sua política de privacidade. Além disso, a reportagem evidencia qual é o mecanismo dos descontos fictícios, a partir da comparação de duas bases de dados federais: o Banco de Preços em Saúde (BPS) e a Lista de Preços de Medicamentos da CMED (Câmara de Regulação do Mercado de Medicamentos).","A reportagem compara os preços pagos por medicamentos em compras públicas (desde grandes compras de órgão federais até pequenas compras de pequenas prefeituras) com os preços pagos por uma rede de hospital privado e os preços cobrados na RaiaDrogasil, com e sem CPF. Também apresenta os valores em relação ao valor máximo autorizado para venda para o consumidor pela CMED (Câmara de Regulação do Mercado de Medicamentos). Essa comparação, que é original em uma reportagem, evidencia que os descontos são fictícios. 

Outro aspecto original da reportagem é a solicitação dos dados pessoais armazenados pelas farmácias se valendo de um direito previsto ao titular de dados pela LGPD (Lei Geral de Proteção de Dados). Isso permitiu demonstrar qual é o escopo e a abrangência dos dados armazenados.","A reportagem se valeu de duas bases de dados federais, que foram analisadas em arquivos no formato de planilha eletrônica: Banco de Preços em Saúde (https://www.gov.br/saude/pt-br/acesso-a-informacao/banco-de-precos) e a Lista de Preços de Medicamentos da CMED (https://www.gov.br/anvisa/pt-br/assuntos/medicamentos/cmed/precos). A primeira mostra qual foi o preço pago em compras de medicamentos feitas por órgãos públicos. A segunda estabelece qual é o valor máximo que pode ser cobrado dos consumidores em cada medicamento. A comparação dos preços dos remédios nas duas bases de dados mostra um abismo: os preços praticados chegam a ser 10.000% mais baixos do que o preço autorizado ao consumidor. Um determinado genérico da Nimesulida, por exemplo, custou R$ 1,08 em compras públicas, de acordo com o BPS. Já o preço máximo autorizado ao consumidor na Lista de Preços de Medicamentos da CMED era de R$ 31,78. Essa distorção é usada pelas farmácias para fornecer descontos fictícios em troca do CPF. O valor de R$ 31,78 era justamente o preço cobrado em unidades da RaiaDrogasil caso o consumidor não quisesse se identificar. Já com o CPF, o valor caía para R$ 8,50. A reportagem dedicou algumas semanas para tentar compatibilizar as duas tabelas, no intuito de oferecer ao leitor a possibilidade de pesquisar pelo seu medicamento e ver tanto quanto custou em compras públicas como também o preço máximo autorizado. Porém, as duas tabelas apresentam os remédios de formas completamente diferentes, não havendo nenhum denominador único para cada princípio ativo, de cada laboratório e cada formulação. Além disso, o preço no BPS é por comprimido, enquanto na Lista de Preços de Medicamentos é por caixa com determinado número de unidades. Após um longo trabalho de limpeza, na tentativa de compatibilizar os dados das duas bases de dados, desistimos de apresentar a tabela única, devido à possibilidade de erros. Assim, decidimos selecionar os medicamentos de uso mais frequente no país (obtidos após análise da base de dados de receitas controladas: https://dados.gov.br/dados/conjuntos-dados/venda-de-medicamentos-controlados-e-antimicrobianos---medicamentos-industrializados) e por consulta a auditoria de vendas do setor farmacêutico, obter os dados específicos de preços desses remédios e apresentá-los em um infográfico.

Outro trabalho de dados realizado na reportagem foi a transformação de dados de consumo nas farmácias, obtidos após solicitação via LGPD, de PDF para Excel, para que os descontos pudessem ser analisados."
Balas perdidas - apreensão de munições cai 97% em área de milícia no rio,92,INTERCEPT BRASIL,https://www.intercept.com.br/2023/08/03/apreensao-de-municoes-cai-97-em-area-de-milicia-no-rio/,Online,"Cecília Olliveira, Laís Martins e Marcelo Soares",3/8/2023,"O referido trabalho revela que o número de operações policiais com apreensão de munição no Rio de Janeiro despencou 77% em 2021 na comparação com o ano anterior – o menor desde 2014, segundo dados obtidos com exclusividade pelo Intercept. Em áreas dominadas por milícias a redução chega a 97%. O Instituto de Segurança Pública e Polícia Civil fazem jogo de empurra sobre dados, mas base da polícia mostra queda drástica sem explicações plausíveis. As bases de dados detalhadas enviadas pela divisão de Transparência da Polícia Civil não informam quantas munições foram apreendidas - e sim, o número de operações - e revela que a apreensão de munições importadas caiu mais do que a apreensão de munições nacionais. 
","A partir dos dados sobre apreensão de munições e de operações policiais - obtidos com exclusividade pelo Intercept -, traçamos um mapa da capital fluminense que mostra, por área de abrangência de delegacias, onde mais caíram as apreensões em 2021. A análise por zonas geográficas e circunscrições policiais mostra detalhes intrigantes sobre a não ação das polícias em áreas de milícia, onde a apreensão de munições quase zerou em 2021. Os órgãos do governo estadual responsáveis pelos dados não explicaram a queda.
","BALAS PERDIDAS - Apreensão de munições cai 97% em área de milícia no Rio revela informações inéditas da série histórica de dados sobre apreensão de munição no Rio de Janeiro, cruza esta base dados com outra, sobre operações policiais, do Grupo de Estudos dos Novos Ilegalismos da Universidade Federal Fluminense, que nos permitiu aferir que as operações são menos focadas em áreas dominadas por milícias - grupo historicamente constituído de agentes públicos de segurança da ativa e aposentados. Mostramos também que o Instituto de Segurança Pública, órgão governamental responsável por produzir dados e estatísticas criminais no Rio e a Polícia Civil, que também produz dados, não se intenderam entre si diante dos questionamentos dos repórteres e não explicam a queda de quase 100% nas apreensões em áreas de milícia.
","A partir dos dados sobre apreensão de munições e de operações policiais, traçamos um mapa da capital que mostra, por área de abrangência de delegacias, onde mais caíram as apreensões em 2021. A análise por zonas geográficas e circunscrições policiais mostra detalhes ainda mais intrigantes.
"
